"";"parsed";"iucn_itis"
"6229";"Thomasomys rhoadsi";"Thomasomys vulcani"
"6230";"Sigmodontomys aphrastus";"Tanyuromys aphrastus"
"6231";"Oryzomys curasoae";"Oryzomys gorgasi"
"6232";"Akodon latebricola";"Neomicroxus latebricola"
"6233";"Paralomys gerbillus";"Phyllotis gerbillus"
"6234";"Akodon oenos";"Akodon spegazzinii"
"6235";"Graomys centralis";"Graomys chacoensis"
"6236";"Pearsonomys annectens";"Geoxus annectens"
"6237";"Abrothrix hershkovitzi";"Abrothrix olivaceus"
"6238";"Abrothrix markhami";"Abrothrix olivaceus"
"6239";"Marmosa paraguayanus";"Marmosa paraguayana"
"6240";"Monodelphis maraxina";"Monodelphis glirina"
"6241";"Monodelphis theresa";"Monodelphis scalops"
"6242";"Monodelphis rubida";"Monodelphis americana"
"6243";"Monodelphis umbristriatus";"Monodelphis americana"
"6244";"Monodelphis unistriatus";"Monodelphis unistriata"
"6245";"Zaglossus bruijni";"Zaglossus bruijnii"
"6246";"Gracilinanus agricolai";"Cryptonanus agricolai"
"6247";"Gracilinanus ignitus";"Cryptonanus ignitus"
"6248";"Marmosops dorothea";"Marmosops noctivagus"
"6249";"Micoureus demerarae";"Marmosa demerarae"
"6250";"Micoureus regina";"Marmosa regina"
"6251";"Micoureus paraguayanus";"Marmosa paraguayana"
"6252";"Micoureus constantiae";"Marmosa constantiae"
"6253";"Micoureus alstoni";"Marmosa alstoni"
"6254";"Micoureus phaeus";"Marmosa phaea"
"6255";"Monodelphis sorex";"Monodelphis dimidiata"
"6256";"Myoictis wallacii";"Myoictis wallacei"
"6257";"Neophascogale lorentzi";"Neophascogale lorentzii"
"6258";"Micromurexia habbema";"Murexia habbema"
"6259";"Murexechinus melanurus";"Murexia melanurus"
"6260";"Paramurexia rothschildi";"Murexia rothschildi"
"6261";"Phascomurexia naso";"Murexia naso"
"6262";"Dactylopsila palpator";"Dactylonax palpator"
"6263";"Calcochloris leucorhinus";"Huetia leucorhina"
"6264";"Elephantulus revoili";"Elephantulus revoilii"
"6265";"Cheirogaleus ravus";"Cheirogaleus major"
"6266";"Cheirogaleus adipicaudatus";"Cheirogaleus medius"
"6267";"Eulemur albocollaris";"Eulemur cinereiceps"
"6268";"Pseudopotto martini";"Perodicticus edwardsi"
"6269";"Galago thomasi";"Galagoides thomasi"
"6270";"Galago rondoensis";"Paragalago rondoensis"
"6271";"Galago zanzibaricus";"Paragalago zanzibaricus"
"6272";"Galago granti";"Paragalago granti"
"6273";"Galago alleni";"Sciurocheirus alleni"
"6274";"Galago cameronensis";"Sciurocheirus alleni"
"6275";"Galago demidoff";"Galagoides demidoff"
"6276";"Saguinus nigricollis";"Leontocebus nigricollis"
"6277";"Saguinus fuscicollis";"Leontocebus nigrifrons"
"6278";"Saguinus fuscicollis";"Leontocebus cruzlimai"
"6279";"Saguinus fuscicollis";"Leontocebus leucogenys"
"6280";"Saguinus fuscicollis";"Leontocebus lagonotus"
"6281";"Saguinus fuscicollis";"Leontocebus fuscus"
"6282";"Saguinus fuscicollis";"Leontocebus illigeri"
"6283";"Saguinus fuscicollis";"Leontocebus fuscicollis"
"6284";"Saguinus tripartitus";"Leontocebus tripartitus"
"6285";"Callithrix nigriceps";"Mico nigriceps"
"6286";"Callithrix intermedia";"Mico intermedius"
"6287";"Callithrix leucippe";"Mico leucippe"
"6288";"Callithrix saterei";"Mico saterei"
"6289";"Callithrix chrysoleuca";"Mico leucippe"
"6290";"Callithrix chrysoleuca";"Mico chrysoleucos"
"6291";"Callithrix argentata";"Mico leucippe"
"6292";"Callithrix argentata";"Mico argentatus"
"6293";"Callithrix argentata";"Mico melanurus"
"6294";"Callithrix pygmaea";"Cebuella niveiventris"
"6295";"Callithrix pygmaea";"Cebuella pygmaea"
"6296";"Callithrix humilis";"Callibella humilis"
"6297";"Cebus apella";"Sapajus xanthosternos"
"6298";"Cebus apella";"Sapajus robustus"
"6299";"Cebus apella";"Sapajus apella"
"6300";"Cebus apella";"Sapajus nigritus"
"6301";"Cebus apella";"Sapajus cay"
"6302";"Cebus nigritus";"Sapajus robustus"
"6303";"Cebus nigritus";"Sapajus nigritus"
"6304";"Cebus xanthosternos";"Sapajus xanthosternos"
"6305";"Cebus libidinosus";"Sapajus libidinosus"
"6306";"Cebus libidinosus";"Sapajus cay"
"6307";"Aotus hershkovitzi";"Aotus lemurinus"
"6308";"Chiropotes israelita";"Chiropotes chiropotes"
"6309";"Cercopithecus albogularis";"Cercopithecus mitis"
"6310";"Trachypithecus ebenus";"Trachypithecus hatinhensis"
"6311";"Bunopithecus hoolock";"Hoolock hoolock"
"6312";"Spermophilus mollis";"Urocitellus mollis"
"6313";"Spermophilus canus";"Urocitellus canus"
"6314";"Spermophilus beldingi";"Urocitellus beldingi"
"6315";"Spermophilus armatus";"Urocitellus armatus"
"6316";"Spermophilus elegans";"Urocitellus elegans"
"6317";"Spermophilus brunneus";"Urocitellus brunneus"
"6318";"Spermophilus brunneus";"Urocitellus endemicus"
"6319";"Spermophilus richardsonii";"Urocitellus richardsonii"
"6320";"Spermophilus washingtoni";"Urocitellus washingtoni"
"6321";"Spermophilus townsendii";"Urocitellus townsendii"
"6322";"Spermophilus variegatus";"Otospermophilus variegatus"
"6323";"Spermophilus beecheyi";"Otospermophilus beecheyi"
"6324";"Spermophilus mexicanus";"Ictidomys mexicanus"
"6325";"Spermophilus perotensis";"Xerospermophilus perotensis"
"6326";"Spermophilus tridecemlineatus";"Ictidomys tridecemlineatus"
"6327";"Spermophilus spilosoma";"Xerospermophilus spilosoma"
"6328";"Spermophilus tereticaudus";"Xerospermophilus tereticaudus"
"6329";"Spermophilus mohavensis";"Xerospermophilus mohavensis"
"6330";"Spermophilus franklinii";"Poliocitellus franklinii"
"6331";"Spermophilus saturatus";"Callospermophilus saturatus"
"6332";"Spermophilus lateralis";"Callospermophilus lateralis"
"6333";"Spermophilus madrensis";"Callospermophilus madrensis"
"6334";"Spermophilus columbianus";"Urocitellus columbianus"
"6335";"Spermophilus undulatus";"Urocitellus undulatus"
"6336";"Spermophilus adocetus";"Notocitellus adocetus"
"6337";"Spermophilus parryii";"Urocitellus parryii"
"6338";"Spermophilus annulatus";"Notocitellus annulatus"
"6339";"Ammospermophilus insularis";"Ammospermophilus leucurus"
"6340";"Pygeretmus shitkovi";"Pygeretmus zhitkovi"
"6341";"Salpingotus thomasi";"Salpingotulus michaelis"
"6342";"Beamys major";"Beamys hindei"
"6343";"Cricetomys kivuensis";"Cricetomys emini"
"6344";"Dendromus nyasae";"Dendromus mesomelas"
"6345";"Dendromus leucostomus";"Dendromus melanotis"
"6346";"Andalgalomys roigi";"Andalgalomys olrogi"
"6347";"Oryzomys subflavus";"Cerradomys subflavus"
"6348";"Oryzomys talamancae";"Transandinomys talamancae"
"6349";"Oryzomys tatei";"Hylaeamys tatei"
"6350";"Oryzomys xanthaeolus";"Aegialomys xanthaeolus"
"6351";"Oryzomys seuanezi";"Hylaeamys laticeps"
"6352";"Oryzomys yunganus";"Hylaeamys yunganus"
"6353";"Oryzomys chapmani";"Handleyomys chapmani"
"6354";"Oryzomys hammondi";"Mindomys hammondi"
"6355";"Oryzomys galapagoensis";"Aegialomys galapagoensis"
"6356";"Oryzomys emmonsae";"Euryoryzomys emmonsae"
"6357";"Oryzomys devius";"Nephelomys devius"
"6358";"Oryzomys rhabdops";"Handleyomys rhabdops"
"6359";"Oryzomys laticeps";"Hylaeamys laticeps"
"6360";"Oryzomys bolivaris";"Transandinomys bolivaris"
"6361";"Oryzomys balneator";"Oreoryzomys balneator"
"6362";"Oryzomys auriventer";"Nephelomys auriventer"
"6363";"Oryzomys angouya";"Sooretamys angouya"
"6364";"Oryzomys alfaroi";"Handleyomys alfaroi"
"6365";"Oryzomys albigularis";"Nephelomys albigularis"
"6366";"Oryzomys melanotis";"Handleyomys melanotis"
"6367";"Oryzomys saturatior";"Handleyomys saturatior"
"6368";"Oryzomys russatus";"Euryoryzomys russatus"
"6369";"Oryzomys rostratus";"Handleyomys rostratus"
"6370";"Oryzomys polius";"Eremoryzomys polius"
"6371";"Oryzomys nitidus";"Euryoryzomys nitidus"
"6372";"Oryzomys keaysi";"Nephelomys keaysi"
"6373";"Oryzomys lamia";"Euryoryzomys lamia"
"6374";"Oryzomys megacephalus";"Hylaeamys megacephalus"
"6375";"Oryzomys marinhus";"Cerradomys marinhus"
"6376";"Oryzomys maracajuensis";"Cerradomys maracajuensis"
"6377";"Oryzomys macconnelli";"Euryoryzomys macconnelli"
"6378";"Oryzomys levipes";"Nephelomys levipes"
"6379";"Oryzomys legatus";"Euryoryzomys legatus"
"6380";"Oryzomys scotti";"Cerradomys scotti"
"6381";"Acomys chudeaui";"Acomys cahirinus"
"6382";"Lophuromys zena";"Lophuromys flavopunctatus"
"6383";"Lophuromys verhageni";"Lophuromys flavopunctatus"
"6384";"Lophuromys aquilus";"Lophuromys flavopunctatus"
"6385";"Lophuromys angolensis";"Lophuromys sikapusi"
"6386";"Lophuromys ansorgei";"Lophuromys sikapusi"
"6387";"Lophuromys brunneus";"Lophuromys flavopunctatus"
"6388";"Lophuromys dudui";"Lophuromys flavopunctatus"
"6389";"Taterillus harringtoni";"Taterillus emini"
"6390";"Dipodillus zakariai";"Gerbillus simoni"
"6391";"Dipodillus lowei";"Gerbillus lowei"
"6392";"Dipodillus rupicola";"Gerbillus rupicola"
"6393";"Dipodillus stigmonyx";"Gerbillus stigmonyx"
"6394";"Dipodillus dasyurus";"Gerbillus dasyurus"
"6395";"Dipodillus campestris";"Gerbillus campestris"
"6396";"Dipodillus bottai";"Gerbillus bottai"
"6397";"Dipodillus harwoodi";"Gerbillus harwoodi"
"6398";"Dipodillus somalicus";"Gerbillus somalicus"
"6399";"Gerbillus mauritaniae";"Gerbillus nancillus"
"6400";"Gerbillus dongolanus";"Gerbillus pyramidum"
"6401";"Gerbillus garamantis";"Gerbillus nanus"
"6402";"Gerbillus vivax";"Gerbillus amoenus"
"6403";"Gerbillus vivax";"Gerbillus nanus"
"6404";"Gerbillus syrticus";"Gerbillus henleyi"
"6405";"Archboldomys musseri";"Soricomys musseri"
"6406";"Dasymys rwandae";"Dasymys incomtus"
"6407";"Dasymys sua";"Dasymys incomtus"
"6408";"Dasymys alleni";"Dasymys incomtus"
"6409";"Dasymys cabrali";"Dasymys incomtus"
"6410";"Dephomys eburneae";"Dephomys defua"
"6411";"Grammomys poensis";"Grammomys kuru"
"6412";"Hydromys habbema";"Baiyankamys habbema"
"6413";"Hydromys shawmayeri";"Baiyankamys shawmayeri"
"6414";"Microhydromys musseri";"Pseudohydromys musseri"
"6415";"Pogonomelomys bruijni";"Pogonomelomys bruijnii"
"6416";"Pseudomys laborifex";"Pseudomys johnsoni"
"6417";"Thamnomys major";"Thamnomys kempi"
"6418";"Zyzomys palatilis";"Zyzomys palatalis"
"6419";"Myotomys sloggetti";"Otomys sloggetti"
"6420";"Myotomys unisulcatus";"Otomys unisulcatus"
"6421";"Otomys saundersiae";"Otomys irroratus"
"6422";"Otomys saundersiae";"Otomys karoensis"
"6423";"Otomys maximus";"Otomys angoniensis"
"6424";"Otomys dollmani";"Otomys tropicalis"
"6425";"Tachyoryctes ibeanus";"Tachyoryctes splendens"
"6426";"Tachyoryctes storeyi";"Tachyoryctes splendens"
"6427";"Tachyoryctes spalacinus";"Tachyoryctes splendens"
"6428";"Tachyoryctes ruddi";"Tachyoryctes splendens"
"6429";"Tachyoryctes ruandae";"Tachyoryctes splendens"
"6430";"Tachyoryctes rex";"Tachyoryctes splendens"
"6431";"Tachyoryctes daemon";"Tachyoryctes splendens"
"6432";"Tachyoryctes audax";"Tachyoryctes splendens"
"6433";"Tachyoryctes annectens";"Tachyoryctes splendens"
"6434";"Tachyoryctes ankoliae";"Tachyoryctes splendens"
"6435";"Tachyoryctes naivashae";"Tachyoryctes splendens"
"6436";"Cryptomys zechi";"Fukomys zechi"
"6437";"Cryptomys ochraceocinereus";"Fukomys ochraceocinereus"
"6438";"Cryptomys mechowi";"Fukomys mechowii"
"6439";"Cryptomys kafuensis";"Fukomys kafuensis"
"6440";"Cryptomys darlingi";"Fukomys darlingi"
"6441";"Cryptomys damarensis";"Fukomys damarensis"
"6442";"Cryptomys bocagei";"Fukomys bocagei"
"6443";"Cryptomys foxi";"Fukomys foxi"
"6444";"Cryptomys amatus";"Cryptomys hottentotus"
"6445";"Cryptomys anselli";"Fukomys anselli"
"6446";"Diplomys rufodorsalis";"Santamartamys rufodorsalis"
"6447";"Makalata grandis";"Toromys grandis"
"6448";"Makalata rhipidura";"Toromys rhipidurus"
"6449";"Makalata occasius";"Pattonomys occasius"
"6450";"Coendou rothschildi";"Coendou quichua"
"6451";"Echinoprocta rufescens";"Coendou rufescens"
"6452";"Sphiggurus insidiosus";"Coendou insidiosus"
"6453";"Sphiggurus villosus";"Coendou spinosus"
"6454";"Sphiggurus vestitus";"Coendou vestitus"
"6455";"Sphiggurus melanurus";"Coendou melanurus"
"6456";"Sphiggurus roosmalenorum";"Coendou roosmalenorum"
"6457";"Sphiggurus mexicanus";"Coendou mexicanus"
"6458";"Sphiggurus pruinosus";"Coendou pruinosus"
"6459";"Sphiggurus ichillus";"Coendou ichillus"
"6460";"Salinoctomys loschalchalerosorum";"Tympanoctomys loschalchalerosorum"
"6461";"Ochotona himalayana";"Ochotona roylei"
"6462";"Crocidura ichnusae";"Crocidura pachyura"
"6463";"Sorex averini";"Sorex araneus"
"6464";"Sorex gaspensis";"Sorex dispar"
"6465";"Pteropus leucopterus";"Desmalopex leucopterus"
"6466";"Pteropus insularis";"Pteropus pelagicus"
"6467";"Pteropus banakrisi";"Pteropus alecto"
"6468";"Pteralopex acrodonta";"Mirimiri acrodonta"
"6469";"Scotonycteris ophiodon";"Casinycteris campomaanensis"
"6470";"Triaenops auritus";"Paratriaenops auritus"
"6471";"Triaenops furculus";"Paratriaenops furculus"
"6472";"Micronycteris homezi";"Micronycteris minuta"
"6473";"Artibeus phaeotis";"Dermanura phaeotis"
"6474";"Artibeus cinereus";"Dermanura cinerea"
"6475";"Artibeus glaucus";"Dermanura glauca"
"6476";"Artibeus gnomus";"Dermanura gnoma"
"6477";"Artibeus aztecus";"Dermanura azteca"
"6478";"Artibeus toltecus";"Dermanura tolteca"
"6479";"Artibeus watsoni";"Dermanura watsoni"
"6480";"Artibeus anderseni";"Dermanura anderseni"
"6481";"Sturnira thomasi";"Sturnira angeli"
"6482";"Carollia colombiana";"Carollia brevicauda"
"6483";"Chaerephon leucogaster";"Mops leucogaster"
"6484";"Chaerephon shortridgei";"Chaerephon chapini"
"6485";"Eptesicus matroka";"Neoromicia matroka"
"6486";"Scotoecus hindei";"Scotoecus hirundo"
"6487";"Scotoecus albigula";"Scotoecus hirundo"
"6488";"Pipistrellus hesperus";"Parastrellus hesperus"
"6489";"Plecotus alpinus";"Plecotus macrobullaris"
"6490";"Neoromicia somalicus";"Neoromicia malagasyensis"
"6491";"Neoromicia brunneus";"Neoromicia brunnea"
"6492";"Hypsugo imbricatus";"Pipistrellus imbricatus"
"6493";"Hypsugo crassulus";"Pipistrellus crassulus"
"6494";"Myotis hosonoi";"Myotis ikonnikovi"
"6495";"Myotis ozensis";"Myotis ikonnikovi"
"6496";"Myotis oxygnathus";"Myotis blythii"
"6497";"Myotis ricketti";"Myotis pilosus"
"6498";"Myotis yesoensis";"Myotis ikonnikovi"
"6499";"Myotis abei";"Myotis petax"
"6500";"Murina silvatica";"Murina ussuriensis"
"6501";"Murina grisea";"Harpiola grisea"
"6502";"Manis temminckii";"Smutsia temminckii"
"6503";"Manis gigantea";"Smutsia gigantea"
"6504";"Manis tricuspis";"Phataginus tricuspis"
"6505";"Felis manul";"Otocolobus manul"
"6506";"Profelis aurata";"Caracal aurata"
"6507";"Puma yagouaroundi";"Herpailurus yagouaroundi"
"6508";"Uncia uncia";"Panthera uncia"
"6509";"Galerella flavescens";"Herpestes flavescens"
"6510";"Herpestes edwardsi";"Herpestes edwardsii"
"6511";"Monachus tropicalis";"Neomonachus tropicalis"
"6512";"Monachus schauinslandi";"Neomonachus schauinslandi"
"6513";"Lutra nippon";"Lutra lutra"
"6514";"Otaria flavescens";"Otaria byronia"
"6515";"Bassaricyon beddardi";"Bassaricyon alleni"
"6516";"Bassaricyon lasius";"Bassaricyon gabbii"
"6517";"Bassaricyon pauli";"Bassaricyon gabbii"
"6518";"Equus burchellii";"Equus quagga"
"6519";"Sus salvanius";"Porcula salvania"
"6520";"Babyrousa bolabatuensis";"Babyrousa celebensis"
"6521";"Hexaprotodon liberiensis";"Choeropsis liberiensis"
"6522";"Neotragus moschatus";"Nesotragus moschatus"
"6523";"Hemitragus jayakari";"Arabitragus jayakari"
"6524";"Hemitragus hylocrius";"Nilgiritragus hylocrius"
"6525";"Przewalskium albirostris";"Cervus albirostris"
"6526";"Physeter catodon";"Physeter macrocephalus"
"6527";"Coelops hirsutus";"Coelops robinsoni"
"6528";"Paracoelops megalotis";"Hipposideros pomona"
"6529";"Pteropus yapensis";"Pteropus pelewensis"
"6530";"Phoniscus aerosa";"Phoniscus aerosus"
"6531";"Murina cineracea";"Murina feae"
