"";"parsed";"ebird_itis"
"8939";"Procellaria cinerea";"Procellaria cinerea"
"8940";"Trichoglossus forsteni";"Trichoglossus forsteni"
"8941";"Ciconia episcopus";"Ciconia episcopus"
"8942";"Pycnonotus snouckaerti";"Pycnonotus snouckaerti"
"8943";"Alophoixus tephrogenys";"Alophoixus tephrogenys"
"8944";"Geokichla interpres";"Geokichla interpres"
"8945";"Zosterops meeki";"Zosterops meeki"
"8946";"Anodorhynchus leari";"Anodorhynchus leari"
"8947";"Anthocephala berlepschi";"Anthocephala berlepschi"
"8948";"Climacteris rufus";"Climacteris rufus"
"8949";"Turdus xanthorhynchus";"Turdus xanthorhynchus"
"8950";"Accipiter henicogrammus";"Accipiter henicogrammus"
"8951";"Treron sanctithomae";"Treron sanctithomae"
"8952";"Aceros nipalensis";"Aceros nipalensis"
"8953";"Ploceus grandis";"Ploceus grandis"
"8954";"Garrulax palliatus";"Garrulax palliatus"
"8955";"Lanius newtoni";"Lanius newtoni"
"8956";"Acridotheres cinereus";"Acridotheres cinereus"
"8957";"Acridotheres javanicus";"Acridotheres javanicus"
"8958";"Crithagra concolor";"Crithagra concolor"
"8959";"Lophotriorchis kienerii";"Lophotriorchis kienerii"
"8960";"Columba thomensis";"Columba thomensis"
"8961";"Columba malherbii";"Columba malherbii"
"8962";"Poicephalus cryptoxanthus";"Poicephalus cryptoxanthus"
"8963";"Bostrychia bocagei";"Bostrychia bocagei"
"8964";"Pelecanus onocrotalus";"Pelecanus onocrotalus"
"8965";"Recurvirostra avosetta";"Recurvirostra avosetta"
"8966";"Chloropsis cyanopogon";"Chloropsis cyanopogon"
"8967";"Strix chacoensis";"Strix chacoensis"
"8968";"Zosterops feae";"Zosterops feae"
"8969";"Dendrocitta leucogastra";"Dendrocitta leucogastra"
"8970";"Vireo osburni";"Vireo osburni"
"8971";"Zoothera talaseae";"Zoothera talaseae"
"8972";"Zosterops rennellianus";"Zosterops rennellianus"
"8973";"Elaphrornis palliseri";"Elaphrornis palliseri"
"8974";"Bradypterus bangwaensis";"Bradypterus bangwaensis"
"8975";"Arcanator orostruthus";"Arcanator orostruthus"
"8976";"Ficedula platenae";"Ficedula platenae"
"8977";"Garrulax bicolor";"Garrulax bicolor"
"8978";"Argya cinereifrons";"Argya cinereifrons"
"8979";"Anthropoides paradiseus";"Anthropoides paradiseus"
"8980";"Geokichla leucolaema";"Geokichla leucolaema"
"8981";"Celeus galeatus";"Celeus galeatus"
"8982";"Ploceus subpersonatus";"Ploceus subpersonatus"
"8983";"Microhierax latifrons";"Microhierax latifrons"
"8984";"Mirafra pulpa";"Mirafra pulpa"
"8985";"Melignomon eisentrauti";"Melignomon eisentrauti"
"8986";"Sitta formosa";"Sitta formosa"
"8987";"Spelaeornis longicaudatus";"Spelaeornis longicaudatus"
"8988";"Macronyx grimwoodi";"Macronyx grimwoodi"
"8989";"Spilornis elgini";"Spilornis elgini"
"8990";"Cisticola restrictus";"Cisticola restrictus"
"8991";"Calendulauda burra";"Calendulauda burra"
"8992";"Spelaeornis kinneari";"Spelaeornis kinneari"
"8993";"Sitta magna";"Sitta magna"
"8994";"Tragopan blythii";"Tragopan blythii"
"8995";"Linaria johannis";"Linaria johannis"
"8996";"Alauda razae";"Alauda razae"
"8997";"Tragopan caboti";"Tragopan caboti"
"8998";"Treron floris";"Treron floris"
"8999";"Spizocorys fringillaris";"Spizocorys fringillaris"
"9000";"Procnias nudicollis";"Procnias nudicollis"
"9001";"Treron phayrei";"Treron phayrei"
"9002";"Heteromirafra archeri";"Heteromirafra archeri"
"9003";"Actinodura sodangorum";"Actinodura sodangorum"
"9004";"Heteromirafra ruddi";"Heteromirafra ruddi"
"9005";"Circaetus beaudouini";"Circaetus beaudouini"
"9006";"Tympanuchus cupido";"Tympanuchus cupido"
"9007";"Loxia megaplaga";"Loxia megaplaga"
"9008";"Circus maillardi";"Circus maillardi"
"9009";"Aerodramus whiteheadi";"Aerodramus whiteheadi"
"9010";"Aerodramus elaphrus";"Aerodramus elaphrus"
"9011";"Penelopina nigra";"Penelopina nigra"
"9012";"Aethopyga linaraborae";"Aethopyga linaraborae"
"9013";"Turdus ludoviciae";"Turdus ludoviciae"
"9014";"Zosterops modestus";"Zosterops modestus"
"9015";"Ploceus flavipes";"Ploceus flavipes"
"9016";"Androphobus viridis";"Androphobus viridis"
"9017";"Ploceus aureonucha";"Ploceus aureonucha"
"9018";"Oreophasis derbianus";"Oreophasis derbianus"
"9019";"Otus insularis";"Otus insularis"
"9020";"Pipile pipile";"Pipile pipile"
"9021";"Anorrhinus galeritus";"Anorrhinus galeritus"
"9022";"Rollandia microptera";"Rollandia microptera"
"9023";"Crax rubra";"Crax rubra"
"9024";"Leistes defilippii";"Leistes defilippii"
"9025";"Geotrygon purpurata";"Geotrygon purpurata"
"9026";"Leptotila ochraceiventris";"Leptotila ochraceiventris"
"9027";"Colinus virginianus";"Colinus virginianus"
"9028";"Siphonorhis brewsteri";"Siphonorhis brewsteri"
"9029";"Anthracoceros montani";"Anthracoceros montani"
"9030";"Dendrortyx barbatus";"Dendrortyx barbatus"
"9031";"Cacatua alba";"Cacatua alba"
"9032";"Grallaria ridgelyi";"Grallaria ridgelyi"
"9033";"Myrmoderus eowilsoni";"Myrmoderus eowilsoni"
"9034";"Grallaricula loricata";"Grallaricula loricata"
"9035";"Cacatua goffiniana";"Cacatua goffiniana"
"9036";"Odontophorus dialeucos";"Odontophorus dialeucos"
"9037";"Cacatua sulphurea";"Cacatua sulphurea"
"9038";"Sylviorthorhynchus yanacensis";"Sylviorthorhynchus yanacensis"
"9039";"Asthenes perijana";"Asthenes perijana"
"9040";"Cyrtonyx ocellatus";"Cyrtonyx ocellatus"
"9041";"Phytotoma raimondii";"Phytotoma raimondii"
"9042";"Caloenas nicobarica";"Caloenas nicobarica"
"9043";"Meleagris ocellata";"Meleagris ocellata"
"9044";"Melanitta americana";"Melanitta americana"
"9045";"Patagioenas leucocephala";"Patagioenas leucocephala"
"9046";"Patagioenas caribaea";"Patagioenas caribaea"
"9047";"Patagioenas inornata";"Patagioenas inornata"
"9048";"Geotrygon versicolor";"Geotrygon versicolor"
"9049";"Geotrygon caniceps";"Geotrygon caniceps"
"9050";"Geotrygon leucometopia";"Geotrygon leucometopia"
"9051";"Leptotila wellsi";"Leptotila wellsi"
"9052";"Zentrygon carrikeri";"Zentrygon carrikeri"
"9053";"Zenaida graysoni";"Zenaida graysoni"
"9054";"Starnoenas cyanocephala";"Starnoenas cyanocephala"
"9055";"Siphonorhis americana";"Siphonorhis americana"
"9056";"Cypseloides niger";"Cypseloides niger"
"9057";"Cypseloides storeri";"Cypseloides storeri"
"9058";"Eupherusa poliocerca";"Eupherusa poliocerca"
"9059";"Goldmania violiceps";"Goldmania violiceps"
"9060";"Doricha eliza";"Doricha eliza"
"9061";"Mellisuga helenae";"Mellisuga helenae"
"9062";"Selasphorus rufus";"Selasphorus rufus"
"9063";"Coccyzus ferrugineus";"Coccyzus ferrugineus"
"9064";"Rallus tenuirostris";"Rallus tenuirostris"
"9065";"Rallus obsoletus";"Rallus obsoletus"
"9066";"Laterallus jamaicensis";"Laterallus jamaicensis"
"9067";"Rallus elegans";"Rallus elegans"
"9068";"Cyanolimnas cerverai";"Cyanolimnas cerverai"
"9069";"Acrocephalus sechellensis";"Acrocephalus sechellensis"
"9070";"Oriolus cruentus";"Oriolus cruentus"
"9071";"Numenius borealis";"Numenius borealis"
"9072";"Charadrius montanus";"Charadrius montanus"
"9073";"Agapornis fischeri";"Agapornis fischeri"
"9074";"Larus heermanni";"Larus heermanni"
"9075";"Onychoprion aleuticus";"Onychoprion aleuticus"
"9076";"Anthus crenatus";"Anthus crenatus"
"9077";"Rynchops albicollis";"Rynchops albicollis"
"9078";"Thalasseus elegans";"Thalasseus elegans"
"9079";"Brachyramphus marmoratus";"Brachyramphus marmoratus"
"9080";"Anthus hoeschi";"Anthus hoeschi"
"9081";"Synthliboramphus scrippsi";"Synthliboramphus scrippsi"
"9082";"Aethopyga primigenia";"Aethopyga primigenia"
"9083";"Apalis fuscigularis";"Apalis fuscigularis"
"9084";"Aethopyga boltoni";"Aethopyga boltoni"
"9085";"Erythrura coloria";"Erythrura coloria"
"9086";"Synthliboramphus craveri";"Synthliboramphus craveri"
"9087";"Caprimulgus solala";"Caprimulgus solala"
"9088";"Chaetops aurantius";"Chaetops aurantius"
"9089";"Charadrius pallidus";"Charadrius pallidus"
"9090";"Edolisoma dispar";"Edolisoma dispar"
"9091";"Charadrius sanctaehelenae";"Charadrius sanctaehelenae"
"9092";"Taphrolesbia griseiventris";"Taphrolesbia griseiventris"
"9093";"Electron carinatum";"Electron carinatum"
"9094";"Campephilus imperialis";"Campephilus imperialis"
"9095";"Colaptes fernandinae";"Colaptes fernandinae"
"9096";"Amazona collaria";"Amazona collaria"
"9097";"Amazona leucocephala";"Amazona leucocephala"
"9098";"Campylopterus ensipennis";"Campylopterus ensipennis"
"9099";"Drepanis coccinea";"Drepanis coccinea"
"9100";"Cinnyris loveridgei";"Cinnyris loveridgei"
"9101";"Amazona ventralis";"Amazona ventralis"
"9102";"Cinnyris rufipennis";"Cinnyris rufipennis"
"9103";"Amazona vittata";"Amazona vittata"
"9104";"Copsychus sechellarum";"Copsychus sechellarum"
"9105";"Coracopsis barklyi";"Coracopsis barklyi"
"9106";"Amazona finschi";"Amazona finschi"
"9107";"Coccyzus rufigularis";"Coccyzus rufigularis"
"9108";"Amazona versicolor";"Amazona versicolor"
"9109";"Buteogallus solitarius";"Buteogallus solitarius"
"9110";"Mentocrex beankaensis";"Mentocrex beankaensis"
"9111";"Amazona oratrix";"Amazona oratrix"
"9112";"Monticola explorator";"Monticola explorator"
"9113";"Atlapetes flaviceps";"Atlapetes flaviceps"
"9114";"Dicaeum dayakorum";"Dicaeum dayakorum"
"9115";"Nesoenas mayeri";"Nesoenas mayeri"
"9116";"Amazona guildingii";"Amazona guildingii"
"9117";"Forpus cyanopygius";"Forpus cyanopygius"
"9118";"Rhynchopsitta terrisi";"Rhynchopsitta terrisi"
"9119";"Rynchops flavirostris";"Rynchops flavirostris"
"9120";"Eupsittula nana";"Eupsittula nana"
"9121";"Sephanoides fernandensis";"Sephanoides fernandensis"
"9122";"Poicephalus robustus";"Poicephalus robustus"
"9123";"Ara militaris";"Ara militaris"
"9124";"Psittacara chloropterus";"Psittacara chloropterus"
"9125";"Ploceus golandi";"Ploceus golandi"
"9126";"Scytalopus panamensis";"Scytalopus panamensis"
"9127";"Margarornis bellulus";"Margarornis bellulus"
"9128";"Cotinga ridgwayi";"Cotinga ridgwayi"
"9129";"Amazona arausiaca";"Amazona arausiaca"
"9130";"Carpodectes antoniae";"Carpodectes antoniae"
"9131";"Amazona imperialis";"Amazona imperialis"
"9132";"Nesotriccus ridgwayi";"Nesotriccus ridgwayi"
"9133";"Sternula balaenarum";"Sternula balaenarum"
"9134";"Tyrannus cubensis";"Tyrannus cubensis"
"9135";"Turdus helleri";"Turdus helleri"
"9136";"Ploceus nicolli";"Ploceus nicolli"
"9137";"Coeligena orina";"Coeligena orina"
"9138";"Scepomycter winifredae";"Scepomycter winifredae"
"9139";"Aphanotriccus capitalis";"Aphanotriccus capitalis"
"9140";"Vireo bairdi";"Vireo bairdi"
"9141";"Lanius ludovicianus";"Lanius ludovicianus"
"9142";"Pyrrhura calliptera";"Pyrrhura calliptera"
"9143";"Otus pauliani";"Otus pauliani"
"9144";"Gymnorhinus cyanocephalus";"Gymnorhinus cyanocephalus"
"9145";"Psittacara euops";"Psittacara euops"
"9146";"Clytoctantes alixii";"Clytoctantes alixii"
"9147";"Sarothrura ayresi";"Sarothrura ayresi"
"9148";"Aphelocoma coerulescens";"Aphelocoma coerulescens"
"9149";"Podiceps taczanowskii";"Podiceps taczanowskii"
"9150";"Cyanocorax dickeyi";"Cyanocorax dickeyi"
"9151";"Tachycineta cyaneoviridis";"Tachycineta cyaneoviridis"
"9152";"Progne sinaloae";"Progne sinaloae"
"9153";"Hylorchilus sumichrasti";"Hylorchilus sumichrasti"
"9154";"Hylorchilus navai";"Hylorchilus navai"
"9155";"Ferminia cerverai";"Ferminia cerverai"
"9156";"Nothocercus nigrocapillus";"Nothocercus nigrocapillus"
"9157";"Troglodytes tanneri";"Troglodytes tanneri"
"9158";"Troglodytes sissonii";"Troglodytes sissonii"
"9159";"Crypturellus duidae";"Crypturellus duidae"
"9160";"Campylorhynchus yucatanicus";"Campylorhynchus yucatanicus"
"9161";"Ramphocinclus brachyurus";"Ramphocinclus brachyurus"
"9162";"Crypturellus atrocapillus";"Crypturellus atrocapillus"
"9163";"Mimus graysoni";"Mimus graysoni"
"9164";"Toxostoma guttatum";"Toxostoma guttatum"
"9165";"Toxostoma bendirei";"Toxostoma bendirei"
"9166";"Chaetocercus berlepschi";"Chaetocercus berlepschi"
"9167";"Turdus swalesi";"Turdus swalesi"
"9168";"Peucaea sumichrasti";"Peucaea sumichrasti"
"9169";"Amazilia luciae";"Amazilia luciae"
"9170";"Peucaea aestivalis";"Peucaea aestivalis"
"9171";"Pelecanoides garnotii";"Pelecanoides garnotii"
"9172";"Junco bairdi";"Junco bairdi"
"9173";"Zonotrichia querula";"Zonotrichia querula"
"9174";"Dysithamnus leucostictus";"Dysithamnus leucostictus"
"9175";"Sturnella magna";"Sturnella magna"
"9176";"Xenornis setifrons";"Xenornis setifrons"
"9177";"Icterus bonana";"Icterus bonana"
"9178";"Nesopsar nigerrimus";"Nesopsar nigerrimus"
"9179";"Euphagus carolinus";"Euphagus carolinus"
"9180";"Grus nigricollis";"Grus nigricollis"
"9181";"Vermivora bachmanii";"Vermivora bachmanii"
"9182";"Leucopeza semperi";"Leucopeza semperi"
"9183";"Geothlypis speciosa";"Geothlypis speciosa"
"9184";"Geothlypis flavovelata";"Geothlypis flavovelata"
"9185";"Catharopeza bishopi";"Catharopeza bishopi"
"9186";"Setophaga angelae";"Setophaga angelae"
"9187";"Glareola ocularis";"Glareola ocularis"
"9188";"Bucephala islandica";"Bucephala islandica"
"9189";"Hedydipna pallidigaster";"Hedydipna pallidigaster"
"9190";"Megascops barbarus";"Megascops barbarus"
"9191";"Hemimacronyx chloris";"Hemimacronyx chloris"
"9192";"Setophaga vitellina";"Setophaga vitellina"
"9193";"Phaenicophilus poliocephalus";"Phaenicophilus poliocephalus"
"9194";"Xenoligea montana";"Xenoligea montana"
"9195";"Bangsia aureocincta";"Bangsia aureocincta"
"9196";"Pseudosaltator rufiventris";"Pseudosaltator rufiventris"
"9197";"Ploceus ruweti";"Ploceus ruweti"
"9198";"Sterna aurantia";"Sterna aurantia"
"9199";"Passerina rositae";"Passerina rositae"
"9200";"Scotopelia ussheri";"Scotopelia ussheri"
"9201";"Melanospiza richardsoni";"Melanospiza richardsoni"
"9202";"Pinaroloxias inornata";"Pinaroloxias inornata"
"9203";"Bangsia arcaei";"Bangsia arcaei"
"9204";"Somateria fischeri";"Somateria fischeri"
"9205";"Charadrius bicinctus";"Charadrius bicinctus"
"9206";"Poospiza goeringi";"Poospiza goeringi"
"9207";"Conirostrum tamarugense";"Conirostrum tamarugense"
"9208";"Saltator cinctus";"Saltator cinctus"
"9209";"Amazona auropalliata";"Amazona auropalliata"
"9210";"Cardellina versicolor";"Cardellina versicolor"
"9211";"Basileuterus ignotus";"Basileuterus ignotus"
"9212";"Setophaga subita";"Setophaga subita"
"9213";"Falco concolor";"Falco concolor"
"9214";"Ammospiza caudacuta";"Ammospiza caudacuta"
"9215";"Foudia aldabrana";"Foudia aldabrana"
"9216";"Alopecoenas hoedtii";"Alopecoenas hoedtii"
"9217";"Geokichla guttata";"Geokichla guttata"
"9218";"Capito squamatus";"Capito squamatus"
"9219";"Capito quinticolor";"Capito quinticolor"
"9220";"Pyrrhura rupicola";"Pyrrhura rupicola"
"9221";"Nannopsittaca dachilleae";"Nannopsittaca dachilleae"
"9222";"Carpodacus sillemi";"Carpodacus sillemi"
"9223";"Agelaius xanthomus";"Agelaius xanthomus"
"9224";"Acrocephalus vaughani";"Acrocephalus vaughani"
"9225";"Agelaius tricolor";"Agelaius tricolor"
"9226";"Calcarius ornatus";"Calcarius ornatus"
"9227";"Amazona agilis";"Amazona agilis"
"9228";"Erythropitta meeki";"Erythropitta meeki"
"9229";"Clibanornis erythrocephalus";"Clibanornis erythrocephalus"
"9230";"Apteryx rowi";"Apteryx rowi"
"9231";"Phacellodomus dorsalis";"Phacellodomus dorsalis"
"9232";"Chrysomma altirostre";"Chrysomma altirostre"
"9233";"Xenoglaux loweryi";"Xenoglaux loweryi"
"9234";"Cicinnurus respublica";"Cicinnurus respublica"
"9235";"Cochoa azurea";"Cochoa azurea"
"9236";"Catharus bicknelli";"Catharus bicknelli"
"9237";"Selasphorus ardens";"Selasphorus ardens"
"9238";"Cryptoleucopteryx plumbea";"Cryptoleucopteryx plumbea"
"9239";"Cranioleuca marcapatae";"Cranioleuca marcapatae"
"9240";"Cranioleuca dissita";"Cranioleuca dissita"
"9241";"Snowornis subalaris";"Snowornis subalaris"
"9242";"Ptychoramphus aleuticus";"Ptychoramphus aleuticus"
"9243";"Aerodramus sawtelli";"Aerodramus sawtelli"
"9244";"Ochthoeca piurae";"Ochthoeca piurae"
"9245";"Progne murphyi";"Progne murphyi"
"9246";"Strix occidentalis";"Strix occidentalis"
"9247";"Columba punicea";"Columba punicea"
"9248";"Mimus melanotis";"Mimus melanotis"
"9249";"Cacicus koepckeae";"Cacicus koepckeae"
"9250";"Columba torringtoniae";"Columba torringtoniae"
"9251";"Coracornis sanghirensis";"Coracornis sanghirensis"
"9252";"Icterus laudabilis";"Icterus laudabilis"
"9253";"Cutia legalleni";"Cutia legalleni"
"9254";"Cyornis ruckii";"Cyornis ruckii"
"9255";"Setophaga chrysoparia";"Setophaga chrysoparia"
"9256";"Dicaeum quadricolor";"Dicaeum quadricolor"
"9257";"Myrmoborus lophotes";"Myrmoborus lophotes"
"9258";"Grallaria carrikeri";"Grallaria carrikeri"
"9259";"Clibanornis rufipectus";"Clibanornis rufipectus"
"9260";"Dicaeum vincens";"Dicaeum vincens"
"9261";"Emberiza yessoensis";"Emberiza yessoensis"
"9262";"Campylopterus phainopeplus";"Campylopterus phainopeplus"
"9263";"Gymnogyps californianus";"Gymnogyps californianus"
"9264";"Ognorhynchus icterotis";"Ognorhynchus icterotis"
"9265";"Grus americana";"Grus americana"
"9266";"Vultur gryphus";"Vultur gryphus"
"9267";"Sitta insularis";"Sitta insularis"
"9268";"Numenius tahitiensis";"Numenius tahitiensis"
"9269";"Charadrius nivosus";"Charadrius nivosus"
"9270";"Hemignathus lucidus";"Hemignathus lucidus"
"9271";"Cercococcyx mechowi";"Cercococcyx mechowi"
"9272";"Buccanodon duchaillui";"Buccanodon duchaillui"
"9273";"Falco jugger";"Falco jugger"
"9274";"Eulidia yarrellii";"Eulidia yarrellii"
"9275";"Gallicolumba keayi";"Gallicolumba keayi"
"9276";"Laterallus spilonota";"Laterallus spilonota"
"9277";"Geokichla cinerea";"Geokichla cinerea"
"9278";"Geokichla spiloptera";"Geokichla spiloptera"
"9279";"Pyrrhura orcesi";"Pyrrhura orcesi"
"9280";"Goura victoria";"Goura victoria"
"9281";"Zimmerius villarejoi";"Zimmerius villarejoi"
"9282";"Atlapetes pallidiceps";"Atlapetes pallidiceps"
"9283";"Lophorina minor";"Lophorina minor"
"9284";"Ardea herodias";"Ardea herodias"
"9285";"Gracula ptilogenys";"Gracula ptilogenys"
"9286";"Chaetura vauxi";"Chaetura vauxi"
"9287";"Chaetura andrei";"Chaetura andrei"
"9288";"Chaetocercus bombus";"Chaetocercus bombus"
"9289";"Himantornis haematopus";"Himantornis haematopus"
"9290";"Halobaena caerulea";"Halobaena caerulea"
"9291";"Heliopais personatus";"Heliopais personatus"
"9292";"Haematopus moquini";"Haematopus moquini"
"9293";"Newtonia amphichroa";"Newtonia amphichroa"
"9294";"Saxicola torquatus";"Saxicola torquatus"
"9295";"Collocalia esculenta";"Collocalia esculenta"
"9296";"Falcunculus frontatus";"Falcunculus frontatus"
"9297";"Milvus milvus";"Milvus milvus"
"9298";"Anas crecca";"Anas crecca"
"9299";"Buteo ridgwayi";"Buteo ridgwayi"
"9300";"Microcarbo coronatus";"Microcarbo coronatus"
"9301";"Archilochus alexandri";"Archilochus alexandri"
"9302";"Atlapetes blancae";"Atlapetes blancae"
"9303";"Tanygnathus sumatranus";"Tanygnathus sumatranus"
"9304";"Dendrocygna guttata";"Dendrocygna guttata"
"9305";"Lyncornis macrotis";"Lyncornis macrotis"
"9306";"Rallina eurizonoides";"Rallina eurizonoides"
"9307";"Ardea intermedia";"Ardea intermedia"
"9308";"Oxyura maccoa";"Oxyura maccoa"
"9309";"Aviceda jerdoni";"Aviceda jerdoni"
"9310";"Nisaetus cirrhatus";"Nisaetus cirrhatus"
"9311";"Terenura sicki";"Terenura sicki"
"9312";"Upupa epops";"Upupa epops"
"9313";"Dendrocopos leucotos";"Dendrocopos leucotos"
"9314";"Suthora nipalensis";"Suthora nipalensis"
"9315";"Crithagra leucoptera";"Crithagra leucoptera"
"9316";"Ficedula hodgsoni";"Ficedula hodgsoni"
"9317";"Ficedula superciliaris";"Ficedula superciliaris"
"9318";"Motacilla samveasnae";"Motacilla samveasnae"
"9319";"Chaetops frenatus";"Chaetops frenatus"
"9320";"Setophaga kirtlandii";"Setophaga kirtlandii"
"9321";"Sheppardia gunningi";"Sheppardia gunningi"
"9322";"Metopothrix aurantiaca";"Metopothrix aurantiaca"
"9323";"Phoebastria nigripes";"Phoebastria nigripes"
"9324";"Polystictus pectoralis";"Polystictus pectoralis"
"9325";"Eupsittula canicularis";"Eupsittula canicularis"
"9326";"Charadrius melodus";"Charadrius melodus"
"9327";"Corvus jamaicensis";"Corvus jamaicensis"
"9328";"Melozone cabanisi";"Melozone cabanisi"
"9329";"Eriocnemis godini";"Eriocnemis godini"
"9330";"Lophorina superba";"Lophorina superba"
"9331";"Scytalopus alvarezlopezi";"Scytalopus alvarezlopezi"
"9332";"Gracula robusta";"Gracula robusta"
"9333";"Eudyptes pachyrhynchus";"Eudyptes pachyrhynchus"
"9334";"Drymophila hellmayri";"Drymophila hellmayri"
"9335";"Scytalopus gettyae";"Scytalopus gettyae"
"9336";"Turacoena sulaensis";"Turacoena sulaensis"
"9337";"Myioborus pariae";"Myioborus pariae"
