"";"Rb";"AV";"FV";"NN"
"Leptopogon amaurocephalus";0,00790768392355101;0,455710577770062;0,455664974790199;0
"Leptopogon superciliaris";0,00790768392355101;0,455710577770062;0,455664974790199;0
"Pseudotriccus pelzelni";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Pseudotriccus simplex";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Pseudotriccus ruficeps";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Poecilotriccus ruficeps";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Poecilotriccus capitalis";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Poecilotriccus albifacies";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Taeniotriccus andrei";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus minor";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus spodiops";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus josephinae";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus flammulatus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus diops";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus obsoletus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus zosterops";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus minimus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus orbitatus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus iohannis";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus striaticollis";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus nidipendulus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus margaritaceiventer";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus inornatus";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus granadensis";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus rufigularis";0,00778405546762352;0,435284689782548;0,435241130822297;0
"Hemitriccus cinnamomeipectus";0,00778405546762352;0,435284689782548;0,435241130822297;0
