"";"parsed";"mdd_itis"
"5392";"Saguinus geoffroyi";"Saguinus geoffroyi"
"5393";"Saguinus inustus";"Saguinus inustus"
"5394";"Saguinus labiatus";"Saguinus labiatus"
"5395";"Saguinus midas";"Saguinus midas"
"5396";"Saguinus mystax";"Saguinus mystax"
"5397";"Saguinus martinsi";"Saguinus martinsi"
"5398";"Saguinus ursulus";"Saguinus ursula"
"5399";"Saguinus niger";"Saguinus niger"
"5400";"Rattus rattus";"Rattus rattus"
"5401";"Saimiri boliviensis";"Saimiri boliviensis"
"5402";"Saimiri ustus";"Saimiri ustus"
"5403";"Saimiri sciureus";"Saimiri sciureus"
"5404";"Saimiri collinsi";"Saimiri collinsi"
"5405";"Saimiri cassiquiarensis";"Saimiri cassiquiarensis"
"5406";"Sapajus xanthosternos";"Sapajus xanthosternos"
"5407";"Sapajus robustus";"Sapajus robustus"
"5408";"Sapajus flavius";"Sapajus flavius"
"5409";"Sapajus libidinosus";"Sapajus libidinosus"
"5410";"Sapajus apella";"Sapajus apella"
"5411";"Vulpes vulpes";"Vulpes vulpes"
"5412";"Sorex monticola";"Sorex monticola"
"5413";"Pteropus giganteus";"Pteropus"
"5414";"Ovis vignei";"Ovis vignei"
"5415";"Macaca fuscata";"Macaca fuscata"
"5416";"Presbytis hosei";"Presbytis hosei"
"5417";"Nasalis larvatus";"Nasalis larvatus"
"5418";"Melomys rubicola";"Melomys rubicola"
"5419";"Eptesicus serotinus";"Eptesicus serotinus"
"5420";"Capra pyrenaica";"Capra pyrenaica"
"5421";"Miniopterus schreibersii";"Miniopterus schreibersii"
"5422";"Myotis brandtii";"Myotis brandtii"
"5423";"Myotis daubentonii";"Myotis daubentonii"
"5424";"Plecotus auritus";"Plecotus auritus"
"5425";"Plecotus austriacus";"Plecotus austriacus"
"5426";"Rupicapra rupicapra";"Rupicapra rupicapra"
"5427";"Cebus cesarae";"Cebus cesarae"
"5428";"Cercopithecus mitis";"Cercopithecus mitis"
"5429";"Pygathrix nigripes";"Pygathrix nigripes"
"5430";"Trachypithecus hatinhensis";"Trachypithecus hatinhensis"
"5431";"Trachypithecus mauritius";"Trachypithecus mauritius"
"5432";"Trachypithecus popa";"Trachypithecus popa"
"5433";"Microcebus jonahi";"Microcebus jonahi"
"5434";"Rhinopithecus roxellana";"Rhinopithecus roxellana"
"5435";"Trachypithecus pileatus";"Trachypithecus pileatus"
"5436";"Pipistrellus pipistrellus";"Pipistrellus pipistrellus"
"5437";"Berardius arnuxii";"Berardius arnuxii"
"5438";"Apodemus flavicollis";"Apodemus flavicollis"
"5439";"Apodemus mystacinus";"Apodemus mystacinus"
"5440";"Apodemus sylvaticus";"Apodemus sylvaticus"
"5441";"Arvicola amphibius";"Arvicola amphibius"
"5442";"Glis glis";"Glis glis"
"5443";"Cercopithecus pogonias";"Cercopithecus pogonias"
"5444";"Gracilinanus microtarsus";"Gracilinanus microtarsus"
"5445";"Gracilinanus emiliae";"Gracilinanus emiliae"
"5446";"Monodelphis iheringi";"Monodelphis iheringi"
"5447";"Monodelphis domestica";"Monodelphis domestica"
"5448";"Thylamys velutinus";"Thylamys velutinus"
"5449";"Thylamys karimii";"Thylamys karimii"
"5450";"Marmosa murina";"Marmosa murina"
"5451";"Marmosa demerarae";"Marmosa demerarae"
"5452";"Hyladelphys kalinowskii";"Hyladelphys kalinowskii"
"5453";"Lestodelphys halli";"Lestodelphys halli"
"5454";"Caluromys lanatus";"Caluromys lanatus"
"5455";"Didelphis aurita";"Didelphis aurita"
"5456";"Didelphis marsupialis";"Didelphis marsupialis"
"5457";"Didelphis albiventris";"Didelphis albiventris"
"5458";"Philander andersoni";"Philander andersoni"
"5459";"Philander mcilhennyi";"Philander mcilhennyi"
"5460";"Metachirus nudicaudatus";"Metachirus nudicaudatus"
"5461";"Cryptonanus agricolai";"Cryptonanus agricolai"
"5462";"Cryptonanus unduaviensis";"Cryptonanus unduaviensis"
"5463";"Cryptonanus guahybae";"Cryptonanus guahybae"
"5464";"Marmosops noctivagus";"Marmosops noctivagus"
"5465";"Marmosops incanus";"Marmosops incanus"
"5466";"Marmosops parvidens";"Marmosops parvidens"
"5467";"Marmosops paulensis";"Marmosops paulensis"
"5468";"Caluromys philander";"Caluromys philander"
"5469";"Monodelphis glirina";"Monodelphis glirina"
"5470";"Marmosa paraguayana";"Marmosa paraguayana"
"5471";"Monodelphis americana";"Monodelphis americana"
"5472";"Atelerix algirus";"Atelerix algirus"
"5473";"Castor fiber";"Castor fiber"
"5474";"Crocidura leucodon";"Crocidura leucodon"
"5475";"Crocidura pachyura";"Crocidura pachyura"
"5476";"Crocidura russula";"Crocidura russula"
"5477";"Eliomys melanurus";"Eliomys melanurus"
"5478";"Eliomys munbyanus";"Eliomys munbyanus"
"5479";"Erinaceus concolor";"Erinaceus concolor"
"5480";"Erinaceus roumanicus";"Erinaceus roumanicus"
"5481";"Gerbillus dasyurus";"Gerbillus dasyurus"
"5482";"Gerbillus mackilligini";"Gerbillus mackilligini"
"5483";"Hemiechinus auritus";"Hemiechinus auritus"
"5484";"Hystrix indica";"Hystrix indica"
"5485";"Jaculus jaculus";"Jaculus jaculus"
"5486";"Meriones tristrami";"Meriones tristrami"
"5487";"Microtus subterraneus";"Microtus subterraneus"
"5488";"Muscardinus avellanarius";"Muscardinus avellanarius"
"5489";"Mus musculus";"Mus musculus"
"5490";"Neomys anomalus";"Neomys anomalus"
"5491";"Macaca maura";"Macaca maura"
"5492";"Nycticebus pygmaeus";"Nycticebus pygmaeus"
"5493";"Alouatta macconnelli";"Alouatta macconnelli"
"5494";"Alouatta seniculus";"Alouatta seniculus"
"5495";"Neofelis nebulosa";"Neofelis nebulosa"
"5496";"Macaca fascicularis";"Macaca fascicularis"
"5497";"Delphinus delphis";"Delphinus delphis"
"5498";"Cebuella pygmaea";"Cebuella pygmaea"
"5499";"Presbytis canicrus";"Presbytis canicrus"
"5500";"Felis chaus";"Felis chaus"
"5501";"Rhinolophus hilli";"Rhinolophus hilli"
"5502";"Mops petersoni";"Mops petersoni"
"5503";"Styloctenium wallacei";"Styloctenium wallacei"
"5504";"Trachypithecus crepusculus";"Trachypithecus crepusculus"
"5505";"Loxodonta africana";"Loxodonta africana"
"5506";"Loxodonta cyclotis";"Loxodonta cyclotis"
"5507";"Presbytis percura";"Presbytis percura"
"5508";"Presbytis robinsoni";"Presbytis robinsoni"
"5509";"Macaca leucogenys";"Macaca leucogenys"
"5510";"Chlorocebus djamdjamensis";"Chlorocebus djamdjamensis"
"5511";"Trachypithecus selangorensis";"Trachypithecus selangorensis"
"5512";"Nycticebus javanicus";"Nycticebus javanicus"
"5513";"Chlorocebus pygerythrus";"Chlorocebus pygerythrus"
"5514";"Leontopithecus caissara";"Leontopithecus caissara"
"5515";"Presbytis bicolor";"Presbytis bicolor"
"5516";"Mico marcai";"Mico marcai"
"5517";"Plecturocebus cinerascens";"Plecturocebus cinerascens"
"5518";"Pithecia hirsuta";"Pithecia hirsuta"
"5519";"Plecturocebus miltoni";"Plecturocebus miltoni"
"5520";"Galago moholi";"Galago moholi"
"5521";"Pteropus pelewensis";"Pteropus pelewensis"
"5522";"Lepilemur mustelinus";"Lepilemur mustelinus"
"5523";"Myotis lucifugus";"Myotis lucifugus"
"5524";"Balaenoptera ricei";"Balaenoptera ricei"
"5525";"Emballonura beccarii";"Emballonura beccarii"
"5526";"Emballonura dianae";"Emballonura dianae"
"5527";"Emballonura raffrayana";"Emballonura raffrayana"
"5528";"Emballonura serii";"Emballonura serii"
"5529";"Mosia nigrescens";"Mosia nigrescens"
"5530";"Otomops papuensis";"Otomops papuensis"
"5531";"Otomops secundus";"Otomops secundus"
"5532";"Taphozous hilli";"Taphozous hilli"
"5533";"Pharotis imogene";"Pharotis imogene"
"5534";"Nyctophilus gouldi";"Nyctophilus gouldi"
"5535";"Miniopterus australis";"Miniopterus australis"
"5536";"Miniopterus macrocneme";"Miniopterus macrocneme"
"5537";"Miniopterus magnater";"Miniopterus magnater"
"5538";"Miniopterus medius";"Miniopterus medius"
"5539";"Miniopterus tristis";"Miniopterus tristis"
"5540";"Macroderma gigas";"Macroderma gigas"
"5541";"Chalinolobus morio";"Chalinolobus morio"
"5542";"Scotorepens balstoni";"Scotorepens balstoni"
"5543";"Scotorepens orion";"Scotorepens orion"
"5544";"Scotorepens greyii";"Scotorepens greyii"
"5545";"Vespadelus baverstocki";"Vespadelus baverstocki"
"5546";"Vespadelus darlingtoni";"Vespadelus darlingtoni"
"5547";"Vespadelus regulus";"Vespadelus regulus"
"5548";"Vespadelus vulturnus";"Vespadelus vulturnus"
"5549";"Nyctophilus geoffroyi";"Nyctophilus geoffroyi"
"5550";"Ozimops loriae";"Ozimops loriae"
"5551";"Ozimops halli";"Ozimops halli"
"5552";"Ozimops kitcheneri";"Ozimops kitcheneri"
"5553";"Ozimops lumsdenae";"Ozimops lumsdenae"
"5554";"Saccolaimus mixtus";"Saccolaimus mixtus"
"5555";"Nyctimene albiventer";"Nyctimene albiventer"
"5556";"Syconycteris australis";"Syconycteris australis"
"5557";"Syconycteris hobbit";"Syconycteris hobbit"
"5558";"Kerivoula muscina";"Kerivoula muscina"
"5559";"Nyctophilus microtis";"Nyctophilus microtis"
"5560";"Aproteles bulmerae";"Aproteles bulmerae"
"5561";"Emballonura furax";"Emballonura furax"
"5562";"Hipposideros edwardshilli";"Hipposideros edwardshilli"
"5563";"Hipposideros semoni";"Hipposideros semoni"
"5564";"Rhinolophus euryotis";"Rhinolophus euryotis"
"5565";"Rhinolophus megaphyllus";"Rhinolophus megaphyllus"
"5566";"Rhinolophus montanus";"Rhinolophus montanus"
"5567";"Saccolaimus flaviventris";"Saccolaimus flaviventris"
"5568";"Taphozous georgianus";"Taphozous georgianus"
"5569";"Vespadelus douglasorum";"Vespadelus douglasorum"
"5570";"Taphozous kapalgensis";"Taphozous kapalgensis"
"5571";"Rhinonicteris aurantia";"Rhinonicteris aurantia"
"5572";"Taphozous troughtoni";"Taphozous troughtoni"
"5573";"Falsistrellus mackenziei";"Falsistrellus mackenziei"
"5574";"Emballonura alecto";"Emballonura alecto"
"5575";"Kerivoula agnella";"Kerivoula agnella"
"5576";"Chalinolobus gouldii";"Chalinolobus gouldii"
"5577";"Pipistrellus murrayi";"Pipistrellus murrayi"
"5578";"Saccolaimus saccolaimus";"Saccolaimus saccolaimus"
"5579";"Ozimops ridei";"Ozimops ridei"
"5580";"Ozimops cobourgianus";"Ozimops cobourgianus"
"5581";"Plecotus sacrimontis";"Plecotus sacrimontis"
"5582";"Myotis pruinosus";"Myotis pruinosus"
"5583";"Myotis yanbarensis";"Myotis yanbarensis"
"5584";"Ozimops beccarii";"Ozimops beccarii"
"5585";"Nyctalus furvus";"Nyctalus furvus"
"5586";"Eptesicus japonensis";"Eptesicus japonensis"
"5587";"Setirostris eleryi";"Setirostris eleryi"
"5588";"Miniopterus fuscus";"Miniopterus fuscus"
"5589";"Ozimops petersi";"Ozimops petersi"
"5590";"Pteropus ennisae";"Pteropus ennisae"
"5591";"Sapajus nigritus";"Sapajus nigritus"
"5592";"Piliocolobus bouvieri";"Piliocolobus bouvieri"
"5593";"Microcebus lehilahytsara";"Microcebus lehilahytsara"
"5594";"Lepilemur dorsalis";"Lepilemur dorsalis"
"5595";"Presbytis comata";"Presbytis comata"
"5596";"Trachypithecus margarita";"Trachypithecus margarita"
"5597";"Cacajao calvus";"Cacajao calvus"
"5598";"Cheracebus torquatus";"Cheracebus torquatus"
"5599";"Oreamnos americanus";"Oreamnos americanus"
"5600";"Prionailurus bengalensis";"Prionailurus bengalensis"
"5601";"Felis bieti";"Felis bieti"
"5602";"Saguinus imperator";"Saguinus imperator"
"5603";"Nyctalus azoreum";"Nyctalus azoreum"
"5604";"Pipistrellus maderensis";"Pipistrellus maderensis"
"5605";"Galemys pyrenaicus";"Galemys pyrenaicus"
"5606";"Ammotragus lervia";"Ammotragus lervia"
"5607";"Capricornis rubidus";"Capricornis rubidus"
"5608";"Phocoena sinus";"Phocoena sinus"
"5609";"Casinycteris campomaanensis";"Casinycteris campomaanensis"
"5610";"Panthera tigris";"Panthera tigris"
"5611";"Chlorocebus aethiops";"Chlorocebus aethiops"
"5612";"Microcebus berthae";"Microcebus berthae"
"5613";"Presbytis femoralis";"Presbytis femoralis"
"5614";"Plecturocebus vieirai";"Plecturocebus vieirai"
"5615";"Macaca nemestrina";"Macaca nemestrina"
"5616";"Plecotus teneriffae";"Plecotus teneriffae"
"5617";"Sapajus cay";"Sapajus cay"
"5618";"Rhinopithecus brelichi";"Rhinopithecus brelichi"
"5619";"Hypogeomys antimena";"Hypogeomys antimena"
"5620";"Sicista trizona";"Sicista trizona"
"5621";"Sicista loriger";"Sicista loriger"
"5622";"Spalax antiquus";"Spalax antiquus"
"5623";"Spalax graecus";"Spalax graecus"
"5624";"Spalax istricus";"Spalax istricus"
"5625";"Rupicapra pyrenaica";"Rupicapra pyrenaica"
"5626";"Erythrocebus patas";"Erythrocebus patas"
"5627";"Loris lydekkerianus";"Loris lydekkerianus"
"5628";"Macaca leonina";"Macaca leonina"
"5629";"Theropithecus gelada";"Theropithecus gelada"
"5630";"Trachypithecus germaini";"Trachypithecus germaini"
"5631";"Cheracebus lucifer";"Cheracebus lucifer"
"5632";"Cheracebus lugens";"Cheracebus lugens"
"5633";"Cheracebus medemi";"Cheracebus medemi"
"5634";"Cheracebus regulus";"Cheracebus regulus"
"5635";"Loris tardigradus";"Loris tardigradus"
"5636";"Solenodon cubanus";"Solenodon cubanus"
"5637";"Uropsilus aequodonenia";"Uropsilus aequodonenia"
"5638";"Mogera kanoana";"Mogera kanoana"
"5639";"Crocidura neglecta";"Crocidura neglecta"
"5640";"Crocidura abscondita";"Crocidura abscondita"
"5641";"Cryptotis lacandonensis";"Cryptotis lacandonensis"
"5642";"Sorex monticolus";"Sorex monticolus"
"5643";"Rhinolophus chaseni";"Rhinolophus chaseni"
"5644";"Rhinolophus luctoides";"Rhinolophus luctoides"
"5645";"Rhinolophus francisi";"Rhinolophus francisi"
"5646";"Coelops hirsutus";"Coelops hirsutus"
"5647";"Hipposideros pendelburyi";"Hipposideros pendleburyi"
"5648";"Triaenops menamena";"Triaenops menamena"
"5649";"Casinycteris ophiodon";"Casinycteris ophiodon"
"5650";"Pteropus argentatus";"Pteropus"
"5651";"Pteropus yapensis";"Pteropus"
"5652";"Desmodus draculae";"Desmodus"
"5653";"Mimon koepckeae";"Mimon koepckeae"
"5654";"Anoura canishina";"Anoura"
"5655";"Lonchophylla inexpectata";"Lonchophylla inexpectata"
"5656";"Hsunycteris thomasi";"Hsunycteris thomasi"
"5657";"Hsunycteris pattoni";"Hsunycteris pattoni"
"5658";"Hsunycteris cadenai";"Hsunycteris cadenai"
"5659";"Vampyressa sinchi";"Vampyressa sinchi"
"5660";"Vampyressa elisabethae";"Vampyressa elisabethae"
"5661";"Platyrrhinus guianensis";"Platyrrhinus guianensis"
"5662";"Vampyressa nymphaea";"Vampyressa nymphaea"
"5663";"Uroderma bakeri";"Uroderma bakeri"
"5664";"Emballonura tiavato";"Emballonura tiavato"
"5665";"Emballonura atrata";"Emballonura atrata"
"5666";"Diclidurus isabellus";"Diclidurus isabella"
"5667";"Natalus lanatus";"Natalus lanatus"
"5668";"Mormopterus kitcheneri";"Mormopterus kitcheneri"
"5669";"Mormopterus lumsdenae";"Mormopterus lumsdenae"
"5670";"Mormopterus beccarii";"Mormopterus"
"5671";"Mormopterus planiceps";"Mormopterus"
"5672";"Mormopterus halli";"Mormopterus halli"
"5673";"Mormopterus loriae";"Mormopterus doriae"
"5674";"Mormopterus norfolkensis";"Mormopterus"
"5675";"Mormopterus eleryi";"Mormopterus eleryi"
"5676";"Nyctinomops kalinowskii";"Nyctinomus kalinowskii"
"5677";"Eumops chiribaya";"Eumops chiribaya"
"5678";"Miniopterus mossambicus";"Miniopterus mossambicus"
"5679";"Miniopterus fuliginosus";"Miniopterus fuliginosus"
"5680";"Miniopterus oceanensis";"Miniopterus"
"5681";"Rhogeessa gracilis";"Rhogeessa gracilis"
"5682";"Rhogeessa alleni";"Rhogeessa alleni"
"5683";"Pipistrellus macrotis";"Pipistrellus"
"5684";"Pipistrellus subflavus";"Pipistrellus"
"5685";"Pipistrellus vordermanni";"Pipistrellus"
"5686";"Pipistrellus musciculus";"Pipistrellus musciculus"
"5687";"Pipistrellus deserti";"Pipistrellus"
"5688";"Glischropus aquilus";"Glischropus aquilus"
"5689";"Pipistrellus lophurus";"Pipistrellus lophurus"
"5690";"Pipistrellus anthonyi";"Pipistrellus"
"5691";"Pipistrellus eisentrauti";"Pipistrellus eisentrauti"
"5692";"Pipistrellus pulveratus";"Pipistrellus"
"5693";"Pipistrellus savii";"Pipistrellus"
"5694";"Pipistrellus alaschanicus";"Pipistrellus"
"5695";"Nyctophilus timoriensis";"Nyctophilus"
"5696";"Pipistrellus cadornae";"Pipistrellus cadornae"
"5697";"Pipistrellus ariel";"Pipistrellus ariel"
"5698";"Pipistrellus arabicus";"Pipistrellus arabicus"
"5699";"Pipistrellus kitcheneri";"Pipistrellus kitcheneri"
"5700";"Pipistrellus joffrei";"Pipistrellus"
"5701";"Murina peninsularis";"Murina peninsularis"
"5702";"Murina loreliae";"Murina lorelieae"
"5703";"Murina guilleni";"Murina guilleni"
"5704";"Myotis hajastanicus";"Myotis"
"5705";"Myotis handleyi";"Myotis handleyi"
"5706";"Myotis phanluongi";"Myotis phanluongi"
"5707";"Myotis flavus";"Myotis"
"5708";"Myotis midastactus";"Myotis midastactus"
"5709";"Ictonyx libyca";"Ictonyx libycus"
"5710";"Aonyx cinerea";"Aonyx cinereus"
"5711";"Felis catus";"Felis catus"
"5712";"Equus caballus";"Equus caballus"
"5713";"Lama glama";"Lama glama"
"5714";"Camelus dromedarius";"Camelus dromedarius"
"5715";"Camelus bactrianus";"Camelus bactrianus"
"5716";"Inia boliviensis";"Inia boliviensis"
"5717";"Inia araguaiaensis";"Inia araguaiaensis"
"5718";"Bos taurus";"Bos taurus"
"5719";"Bos indicus";"Bos indicus"
"5720";"Bos frontalis";"Bos frontalis"
"5721";"Bos grunniens";"Bos grunniens"
"5722";"Ovis aries";"Ovis aries"
"5723";"Capra hircus";"Capra hircus"
"5724";"Archaeolemur edwardsi";"Archaeolemur edwardsi"
"5725";"Lepilemur mittermeieri";"Lepilemur mittermeieri"
"5726";"Lepilemur ahmansonorum";"Lepilemur ahmansonorum"
"5727";"Cheirogaleus minusculus";"Cheirogaleus minusculus"
"5728";"Microcebus mittermeieri";"Microcebus mittermeieri"
"5729";"Callicebus caquetensis";"Callicebus caquetensis"
"5730";"Pithecia insuta";"Pithecia inusta"
"5731";"Mico chrysoleucus";"Mico chrysoleucos"
"5732";"Lagothrix lagotricha";"Lagothrix lagothricha"
"5733";"Homo sapiens";"Homo sapiens"
"5734";"Semnopithecus dussumieri";"Semnopithecus"
"5735";"Cercopithecus dryas";"Cercopithecus dryas"
"5736";"Tupaia moellendorffi";"Tupaia"
"5737";"Ochotona pallasi";"Ochotona pallasii"
"5738";"Tamiops macclellandii";"Tamiops mcclellandii"
"5739";"Tamias speciosus";"Tamias speciosus"
"5740";"Tamias minimus";"Tamias minimus"
"5741";"Tamias umbrinus";"Tamias umbrinus"
"5742";"Tamias dorsalis";"Tamias dorsalis"
"5743";"Tamias cinereicollis";"Tamias cinereicollis"
"5744";"Tamias obscurus";"Tamias obscurus"
"5745";"Tamias senex";"Tamias senex"
"5746";"Tamias townsendii";"Tamias townsendii"
"5747";"Tamias amoenus";"Tamias amoenus"
"5748";"Tamias panamintinus";"Tamias panamintinus"
"5749";"Tamias alpinus";"Tamias alpinus"
"5750";"Ictidomys parvidens";"Ictidomys parvidens"
"5751";"Otospermophilus atricapillus";"Otospermophilus atricapillus"
"5752";"Petaurista marica";"Petaurista marica"
"5753";"Petaurista yunanensis";"Petaurista yunanensis"
"5754";"Petaurista albiventer";"Petaurista albiventer"
"5755";"Petaurista siangensis";"Petaurista siangensis"
"5756";"Petaurista hainana";"Petaurista hainana"
"5757";"Petaurista grandis";"Petaurista grandis"
"5758";"Petaurista caniceps";"Petaurista caniceps"
"5759";"Petaurista lena";"Petaurista lena"
"5760";"Fukomys mechowi";"Fukomys mechowii"
"5761";"Fukomys amatus";"Fukomys amatus"
"5762";"Fukomys micklemi";"Fukomys micklemi"
"5763";"Fukomys whytei";"Fukomys whytei"
"5764";"Cavia porcellus";"Cavia porcellus"
"5765";"Mesocapromys melanurus";"Mesocapromys melanurus"
"5766";"Proechimys trinitatus";"Proechimys trinitatis"
"5767";"Thrichomys fosteri";"Thrichomys fosteri"
"5768";"Ctenomys andersoni";"Ctenomys andersoni"
"5769";"Ctenomys erikacuellarae";"Ctenomys erikacuellarae"
"5770";"Ctenomys yatesi";"Ctenomys yatesi"
"5771";"Ctenomys lessai";"Ctenomys lessai"
"5772";"Pipanacoctomys aureus";"Pipanacoctomys aureus"
"5773";"Thomomys atrovarius";"Thomomys atrovarius"
"5774";"Thomomys sheldoni";"Thomomys sheldoni"
"5775";"Thomomys nayarensis";"Thomomys nayarensis"
"5776";"Geomys streckeri";"Geomys streckeri"
"5777";"Liomys spectabilis";"Liomys spectabilis"
"5778";"Heteromys nubicolens";"Heteromys nubicolens"
"5779";"Perognathus alticolus";"Perognathus alticola"
"5780";"Gerbillus mackillingini";"Gerbillus mackilligini"
"5781";"Rattus arfakienis";"Rattus arfakiensis"
"5782";"Chiromyscus langbianis";"Chiromyscus langbianis"
"5783";"Chiromyscus thomasi";"Chiromyscus thomasi"
"5784";"Soricomys leonardcoi";"Soricomys leonardocoi"
"5785";"Otomys orestes";"Otomys orestes"
"5786";"Neodon fuscus";"Neodon fuscus"
"5787";"Neodon leucurus";"Neodon leucurus"
"5788";"Peromyscus carletoni";"Peromyscus carletoni"
"5789";"Sigmodon planifrons";"Sigmodon planifrons"
"5790";"Scapteromys meridionalis";"Scapteromys meridionalis"
"5791";"Akodon josemariarguedasi";"Akodon josemariarguedasi"
"5792";"Oecomys sydandersoni";"Oecomys sydandersoni"
"5793";"Handleyomys guerrerensis";"Handleyomys guerrerensis"
"5794";"Holochilus lagigliai";"Holochilus lagigliai"
"5795";"Nectomys magdalenae";"Nectomys magdalenae"
"5796";"Cerradomys langguthi";"Cerradomys langguthi"
"5797";"Cerradomys vivoi";"Cerradomys vivoi"
"5798";"Cerradomys goytaca";"Cerradomys goytaca"
"5799";"Cerradomys akroai";"Cerradomys akroai"
"5800";"Delomys altimontanus";"Delomys altimontanus"
"5801";"Calomys cerqueirai";"Calomys cerqueirai"
"5802";"Akodon oenos";"Akodon oenos"
"5803";"Eligmodontia hirtipes";"Eligmodontia hirtipes"
"5804";"Eligmodontia dunaris";"Eligmodontia dunaris"
